row_id,cv_id,job_index,organization,position,startDate,endDate,status,department,seniority
302,61,6,Philosophisch-theologische Hochschule Sankt Georgen,Hochschulprofessor,2009,2012,INACTIVE,,
303,61,7,Karlsuniversität Prag,Hochschulprofessor / Prodekan,2002-02,2009-04,INACTIVE,,
304,61,8,Theologische Hochschule Chur,Hochschulprofessor,2001,2002,INACTIVE,,
305,62,0,Bundeswehr (German Federal Armed Forces),Medical Service Corps Officer,,,UNKNOWN,,
306,63,0,Veeva Systems,Data Researcher,2017-07,,ACTIVE,,
307,63,1,ChinaSoft International,Internet Project Manager,2016-10,2017-03,INACTIVE,,
308,63,2,"Furui Kesi (Peking) Technology Co., Ltd.",User Experience Designer,2015-09,2016-10,INACTIVE,,
309,63,3,Rainer Schmidt,"Landscape Designer, Internship",2012-10,2013-04,INACTIVE,,
310,64,0,Harvard,MD PhD MBA MMSc,2009,,ACTIVE,,
311,64,1,University of Rochester,Postdoc,2000,2005,INACTIVE,,
312,65,0,The Coca-Cola Company,Process Improvement Specialist,2023,2025,INACTIVE,,
313,65,1,Bath & Body Works,Inventory Control Supervisor,2022,2023,INACTIVE,,
314,65,2,Bath & Body Works,Customer Solutions Analyst,2021,2022,INACTIVE,,
315,65,3,Bath & Body Works,International Transportation Analyst,2020,2021,INACTIVE,,
316,65,4,Bath & Body Works,Operations Lead,2020,2021,INACTIVE,,
317,65,5,DSV - Global Transport and Logistics,Logistics Coordinator,2019,2020,INACTIVE,,
318,65,6,The Ohio State University,Facility Operations Student Coordinator,2017,2019,INACTIVE,,
319,65,7,The Ohio State University,Facility Operations Student Manager,2016,2017,INACTIVE,,
320,65,8,The Ohio State University,Facilities Assistant,2015,2016,INACTIVE,,
321,65,9,Hertz,Transporter,2017,2017,INACTIVE,,
322,65,10,Sports Authority,Cashier,2016,2016,INACTIVE,,
323,65,11,LA Fitness,Front Desk,2014,2015,INACTIVE,,
324,66,0,"HM Elektronikai, Logisztikai és Vagyonkezelő Zrt.",System Administrator,2024-05,2025-04,INACTIVE,,
325,66,1,Kyndryl,VMware Specialist at KMD Managed Services,2021-10,2024-05,INACTIVE,,
326,66,2,IBM,VMware Specialist at Nordic Accounts,2019-06,2021-10,INACTIVE,,
327,66,3,Atev Zrt,System Administrator,2017-09,2019-06,INACTIVE,,
328,66,4,Vital-Comp Kft.,System Administrator,2016-12,2017-08,INACTIVE,,
329,67,0,Celicourt Communications,Intern,2024-09,2024-09,INACTIVE,,
330,67,1,The Grange Festival,Bar Manager,2024-06,2024-07,INACTIVE,,
331,68,0,Trackeen,Co-Fundador & Lead Developer,2024-05,,ACTIVE,,
332,68,1,Henry,Full Stack Developer,2022-08,2022-09,INACTIVE,,
333,68,2,Henry,Full Stack Developer,2022-07,2022-07,INACTIVE,,
334,68,3,TribuMaker (SUP 21'-Build2),Platform Manager,2021-08,2022-06,INACTIVE,,
335,68,4,TribuMaker (SUP 21'-Build2),Teacher,2021-01,2021-11,INACTIVE,,
336,68,5,AH-3D Impresiones,Owner,2018-10,2022-03,INACTIVE,,
337,68,6,Ultrabot,Teacher and Developer,2018-01,2018-10,INACTIVE,,
338,68,7,5CA,Agent,2012-04,2015-02,INACTIVE,,
339,69,0,Eggplant,Business Manager DACH,2015-02,2021-02,INACTIVE,,
340,69,1,MeetingZone,Managing Director,2007,2013,INACTIVE,,
341,69,2,RTS Realtime Systems,Sales Account Manager,2005,2007,INACTIVE,,
342,69,3,Bloomberg LP,Sales Account Manager,2001,2004,INACTIVE,,
343,69,4,HypoVereinsbank - UniCredit Bank AG,Product Manager Brokerage and Clearing,2000,2001,INACTIVE,,
344,69,5,HypoVereinsbank - UniCredit Bank AG,Senior Trader Fixed Income,1995,2000,INACTIVE,,
345,70,0,Rail Construction Equipment Co.,Sales Manager,1991-01,,ACTIVE,,
346,70,1,West Side Tractor Sales Co.,Sales,1986,2007,INACTIVE,,
347,71,0,Kalmar,"Director, Digital Services Business",2025-02,,ACTIVE,,
348,71,1,Kalmar,E-Commerce Manager,2021-08,2025-02,INACTIVE,,
349,71,2,Kalmar,Manager Third Party Sales,2020-09,2021-07,INACTIVE,,
350,71,3,Kalmar,Global Third Party Sales Coordinator,2020-03,2020-08,INACTIVE,,
351,71,4,Kalmar,Segment Solution Sales Developer & Coordinator,2019-04,2020-03,INACTIVE,,
352,71,5,Kalmar,Management-Trainee,2017-08,2019-04,INACTIVE,,
353,71,6,www.TRENZ.AG,Administrative Assistant (Student Work),2016-03,2016-08,INACTIVE,,
354,71,7,Speakers Academy®,Consultant (Student Work),2015-02,2016-02,INACTIVE,,
355,71,8,SV Werder Bremen GmbH & Co KG aA,Call-Center Agent (Student Work),2013-11,2014-07,INACTIVE,,
356,72,0,Der-Astrid-Hartmann-Prozess,Unternehmensinhaber,2000-02,,ACTIVE,,
357,73,0,Calandlyceum Amsterdam,Docent lichamelijke opvoeding,2020-09,,ACTIVE,,
358,73,1,Dansschool Ponne,Dans trainer / coach,2017-09,,ACTIVE,,
359,73,2,Tuincentrum Osdorp B.V.,Horecamedewerker,2013-09,2020-09,INACTIVE,,
360,74,0,ams OSRAM,Marketing Engineer,2020-04,,ACTIVE,,
361,74,1,ams OSRAM,Product Portfolio Manager,2016-04,2020-03,INACTIVE,,
362,74,2,ams OSRAM,Field Application Engineer LED Modules and Driver,2014-07,2016-03,INACTIVE,,
363,74,3,Excelitas Technologies,Project Engineer,2013-03,2014-06,INACTIVE,,
364,74,4,OptoGaN,Product Development Engineer,2012-01,2013-03,INACTIVE,,
365,74,5,OptoGaN,Process Integration Engineer,2011-04,2011-12,INACTIVE,,
366,74,6,Bosch Solar Energy,Prozessingenieur,2009-02,2011-03,INACTIVE,,
367,75,0,Brandt Schokoladen GmbH + Co. KG,Technischer Leiter,2024-12,,ACTIVE,,
368,75,1,Capri Sun Group,Senior Maintenance Manager Filling,2024-04,2024-12,INACTIVE,,
369,75,2,JERMI Käsewerk GmbH,Abteilungsleiter Instandhaltung,2021-09,2024-03,INACTIVE,,
370,75,3,Handtmann Systemtechnik,Abteilungsleiter ST-PI,2005-01,2021-09,INACTIVE,,
371,75,4,Schnaithmann Maschinenbau GmbH,Servicetechniker Sondermaschinenbau,1995-03,2004-12,INACTIVE,,
372,75,5,Boy Sondermaschinenbau,Mechaniker im Sondermaschinenbau,1993-11,1995-03,INACTIVE,,
373,75,6,ITT Cannon,Mechaniker im Sondermaschinenbau,1991-06,1993-11,INACTIVE,,
374,75,7,Willy Rüsch,Mechaniker in der Produktentwicklung,1990-09,1991-05,INACTIVE,,
375,75,8,Daimler Benz AG,Mechaniker im Betriebsmittelbau,1989-06,1990-08,INACTIVE,,
376,76,0,Credit Suisse,Senior Advisor to the CS Pension Fund in Switzerland,2024-09,,ACTIVE,,
377,76,1,Credit Suisse,CEO CS Pension Fund in Switzerland,2014-04,2024-08,INACTIVE,,
378,76,2,European Patent Office,Board Member of the Supervisory Board of RFPSS,2018-01,,ACTIVE,,
379,76,3,Schweizerischer Pensionskassenverband ASIP,Board Member,2010-05,2022-05,INACTIVE,,
380,76,4,SKPE CSEP,Past President,2010-04,2018-04,INACTIVE,,
381,76,5,Nestle S.A.,Chief Actuary,2003-12,2014-03,INACTIVE,,
382,76,6,Baloise Group,"Senior Manager, Group Internal Audit",2000-01,2003-11,INACTIVE,,
383,76,7,Libera AG,Senior Pension Actuary,1994,1999-12,INACTIVE,,
384,77,0,DR. JOHANNES HEIDENHAIN GmbH,Gruppenleiter HR KPI & Reporting,2024-07,,ACTIVE,,
385,77,1,DR. JOHANNES HEIDENHAIN GmbH,"HR Projektmanager (Projekte, Systeme, Controlling)",2013-04,2024-07,INACTIVE,,
386,77,2,KiK Textilien und Non-Food GmbH,Mitarbeiter der Stabstelle der Bereichsleitung Personal – Team Projekte/Berichte,2011-01,2013-03,INACTIVE,,
387,77,3,KiK Textilien und Non-Food GmbH,"Duales Studium: Betriebswirt (VWA) / Bachelor of Arts, Ausbildung: Groß- und Außenhandelskaufmann",2009-08,2013-03,INACTIVE,,
388,78,0,secjur GmbH,Chief Legal Officer,2021-01,2021-03,INACTIVE,,
389,78,1,Allen & Overy,Associate,2017,2020-12,INACTIVE,,
390,79,0,thyssenkrupp Materials Schweiz AG,CEO,2013-11,,ACTIVE,,
391,79,1,thyssenkrupp Materials Schweiz AG,CEO,2013-09,,ACTIVE,,
392,79,2,thyssenkrupp Materials Schweiz AG,Verkaufsleiter,2005-11,2013-11,INACTIVE,,
393,80,0,L'éléfàn,Responsable développement projets,2018-03,,ACTIVE,,
394,80,1,Association Rom Action,Assistante de direction,2016-10,2016-12,INACTIVE,,
395,80,2,Association AGIL,Assistant gestion de projet,2015-09,2016-04,INACTIVE,,
396,80,3,SCIC La marmite,Assistante développement projet,2015-01,2015-06,INACTIVE,,
397,80,4,ACIFS - AUDIT CONSEIL INGENIERIE FISCALE ET SOCIALE,Collaboratrice comptable,2012-10,2013-07,INACTIVE,,
398,81,0,TDC NET,Transformation Partner,2024-01,,ACTIVE,,
399,81,1,TDC NET,Senior Strategy Consultant,2022-07,2024-01,INACTIVE,,
400,81,2,TDC NET,Strategy Consultant,2021-06,2022-07,INACTIVE,,
401,81,3,TDC NET,"Graduate, Strategy & Economics",2021-02,2021-06,INACTIVE,,
402,81,4,TDC Group,Finance Graduate,2020-07,2021-01,INACTIVE,,
403,81,5,Danish Crown Foods,Student Assistant - Commercial Finance,2019-12,2020-07,INACTIVE,,
404,81,6,Danish Crown Foods,Commercial Finance Intern,2019-08,2019-12,INACTIVE,,
405,81,7,Itadel A/S,Student Business Controller,2018-10,2019-08,INACTIVE,,
406,82,0,Mirai Solutions GmbH,"Executive Partner, Senior Software Engineer",2011-01,,ACTIVE,,
407,82,1,Mirai Solutions GmbH,Senior Solutions Architect,2010-04,2010-12,INACTIVE,,
408,82,2,University of Zurich,Lecturer,2012,2014,INACTIVE,,
409,82,3,TIBCO Software,PSG Architect,2009-04,2010-03,INACTIVE,,
410,82,4,TIBCO Software,Senior IT Consultant,2008-09,2009-03,INACTIVE,,
411,82,5,Insightful Corporation,"Senior IT Consultant, European Technical Lead",2007-10,2008-09,INACTIVE,,
412,82,6,Insightful Corporation,Statistical Consultant,2005-05,2007-09,INACTIVE,,
413,82,7,Parallel Informatik AG,Praktikant,2003-07,2003-09,INACTIVE,,
414,83,0,Welthungerhilfe,Secretary General/CEO Welthungerhilfe,2018-09,,ACTIVE,,
415,83,1,Welthungerhilfe,Executive Director Programme and Projects,2009-10,2018-08,INACTIVE,,
416,83,2,Welthungerhilfe,Head of Sector Unit,2005-08,2009-09,INACTIVE,,
417,83,3,Welthungerhilfe,Regional Director West Africa,2001-05,2005-07,INACTIVE,,
418,83,4,Welthungerhilfe,Programm Manager,1998-01,2001-05,INACTIVE,,
419,83,5,VENRO,Chair of the Board of Directors,2021-12,2023-12,INACTIVE,,
420,83,6,Deutscher Entwicklungsdienst,Junior Rural Development Expert,1993-05,1995-07,INACTIVE,,
421,84,0,German Society for Materials Science - Deutsche Gesellschaft für Materialkunde e.V. (DGM),Fachreferent MatWerk - Materials Engineering Specialist,2024-02,,ACTIVE,,
422,85,0,Immoheld,CEO,2017-10,,ACTIVE,,
423,85,1,FREEMATCH,Gesellschafter,2024-04,,ACTIVE,,
424,85,2,Salmax oHG,Head Of Sales,2015-10,2017-10,INACTIVE,,
425,85,3,Atos,Projektmanagement & Sales,2012-09,2015-09,INACTIVE,,
426,85,4,Atos,Intern,2012-02,2012-08,INACTIVE,,
427,85,5,Atos,Intern,2011-10,2012-01,INACTIVE,,
428,85,6,Siemens,Dualer Student,2009-09,2012-08,INACTIVE,,
429,86,0,Deutsche Bundesbank,Statistiker,2023-10,,ACTIVE,,
430,86,1,Commerzbank AG,Business Expert,2018-07,2023-09,INACTIVE,,
431,86,2,Goethe-Universität Frankfurt a. Main,Wissenschaftlicher Mitarbeiter,2013-01,2017-09,INACTIVE,,
432,87,0,Bee4GIS,Chief Operating Officer,2023-12,,ACTIVE,,
433,87,1,UnitedWit Engineering,Co Owner,2016-01,2025-02,INACTIVE,,
434,87,2,ESC Engineering Ltd.,Business Development Manager,2015-01,2015-12,INACTIVE,,
435,87,3,Imtech Infra Turkey,Manager Operations,2009-10,2015-01,INACTIVE,,
436,87,4,Imtech Infra Data BV,Project Lead,2005-01,2009-09,INACTIVE,,
437,87,5,Imtech Telecom NV,Assistant Project Leader,2001-08,2005-01,INACTIVE,,
438,87,6,Datelnet Geodata,Draftsman,1997-08,2001-07,INACTIVE,,
439,88,0,mmb Institut - Gesellschaft für Medien- und Kompetenzforschung mbH,Geschäftsführender Gesellschafter,,,UNKNOWN,,
440,88,1,Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI),Adjunct Researcher,2018-08,,ACTIVE,,
441,88,2,Georg Thieme Verlag KG,Director eBusiness Development,2009-03,2010-12,INACTIVE,,
442,88,3,scoyo GmbH,Director Product Management,2008-03,2009-02,INACTIVE,,
443,88,4,Multimedia Kontor Hamburg,CEO,2002-11,2008-02,INACTIVE,,
444,88,5,IHK Berlin,Director IT/Media-Industry,1998-11,2002-10,INACTIVE,,
445,88,6,medianet berlinbrandenburg e.V.,CEO,1998-11,2002-10,INACTIVE,,
446,88,7,empirica GmbH,Senior Consultant,1997-04,1998-10,INACTIVE,,
447,88,8,University of Bremen,Scientific Assistant,1993-03,1997-02,INACTIVE,,
448,89,0,TSAR-Tech,Self-Employed,2014-01,,ACTIVE,,
449,90,0,Sade Ofset Printing&Packaging,Managing Partner,2011-12,,ACTIVE,,
450,90,1,SPM Label BV,Founding Partner,2017-10,,ACTIVE,,
451,90,2,Sade Ofset Ltd.,Printing innovative materials and labels,2010-01,2011-03,INACTIVE,,
452,90,3,Sade Ofset Ltd.,Focusing on multi nationals,2009-01,2010,INACTIVE,,
453,90,4,Sade Ofset Ltd.,Quality Manager,2008,2009,INACTIVE,,
454,90,5,Sade Ofset Ltd.,Quality Management,1997,2008,INACTIVE,,
455,91,0,edge Performance Limited,Partner,2015-06,,ACTIVE,,
456,91,1,Talent for Impactful Business across Emerging Markets (Potencia Ventures),Global Program Coordinator,2011-09,2015-01,INACTIVE,,
457,91,2,AIESEC International Congress 2011 Kenya,Team Leader Information Systems,2011-06,2011-08,INACTIVE,,
458,91,3,AIESEC in Uganda,Country Manager (President),2010-06,2011-06,INACTIVE,,
459,91,4,AIESEC in Kenya,Executive Board Member: VP Talent Management,2009-05,2010-05,INACTIVE,,
460,91,5,Daimler,Global Diversity Office - Research Project Intern,2007-11,2008-03,INACTIVE,,
461,91,6,[planwerk],Junior Consultant,2007-04,2007-08,INACTIVE,,
462,91,7,Fraunhofer IML,Project Associate (Research & Consulting),2005-09,2007-02,INACTIVE,,
463,91,8,FQS Poland,Sales & Promotion Intern,2004-10,2005-03,INACTIVE,,
464,91,9,Technische Universität Darmstadt,Teaching Assistant,2003-10,2004-09,INACTIVE,,
465,91,10,Lufthansa Systems,Student Internship,2002-08,2002-09,INACTIVE,,
466,92,0,Zinzino,Właściciel,,,UNKNOWN,,
467,93,0,Verint Systems,"Director, Marketing Communications",,,UNKNOWN,,
468,94,0,360 Media Direct,Chief Information Officer,2019-10,,ACTIVE,,
469,94,1,Subdirect,SVP Product & Technology,2019-03,2019-10,INACTIVE,,
470,94,2,Subdirect,Vice President Business Intelligence,2015-02,2019-03,INACTIVE,,
471,94,3,Consumer Marketing Solutions,Managing Partner,2003-03,2018-03,INACTIVE,,
472,94,4,enews.com,Sr. Director Fulfillment,2000-03,2003-09,INACTIVE,,
473,94,5,AIM - Applied Interactive Media LLC,Director Fulfillment,1997-04,2000-03,INACTIVE,,
474,94,6,Time Warner Trade Publishing,Manager - Fulfillment/Operations,1993-04,1997-03,INACTIVE,,
475,95,0,HHL Leipzig Graduate School of Management,Visiting Lecturer,2023-09,,ACTIVE,,
476,95,1,HHL Leipzig Graduate School of Management,Senior Lecturer,2020-09,2023-08,INACTIVE,,
477,95,2,HHL Leipzig Graduate School of Management,Projektmanager,2019-12,2020-08,INACTIVE,,
478,95,3,HHL Leipzig Graduate School of Management,Wissenschaftlicher Mitarbeiter am Lehrstuhl für Finanzen,2011-09,2015-06,INACTIVE,,
479,95,4,Institut für Arbeitsmarkt- und Berufsforschung,Wissenschaftlicher Mitarbeiter am Kompetenzzentrum für empirische Methoden,2009-04,2011-03,INACTIVE,,
480,95,5,Ernst & Young,Junior-Consultant,2007-09,2009-01,INACTIVE,,
481,96,0,Technische Universität Berlin,Präsidentin Technische Universität Berlin,2022-04,,ACTIVE,,
482,96,1,Charité,Professorin für Medizinische Biometrie,2017-07,,ACTIVE,,
483,96,2,Universitätsklinikum Hamburg Eppendorf,Professorin für Medizinische Biometrie,2017-01,2017-06,INACTIVE,,
484,96,3,Universitätsklinikum Heidelberg (UKHD),Wissenschaftlerin,2009-07,2016-12,INACTIVE,,
485,96,4,Roche Diagnostics Europe,Doktorandin,2007-10,2009-04,INACTIVE,,
486,97,0,Billtrust,Sr. Customer Support spec.,2017-01,,ACTIVE,,
487,97,1,Order2Cash,Customer Support Engineer,2017-01,,ACTIVE,,
488,97,2,Electro World s.r.o.,Senior Sales Advisor,2004-08,2016-12,INACTIVE,,
489,97,3,Home Center Wolvega,Magazijnmedewerker / verkoper,2002,2004,INACTIVE,,
490,98,0,Misereor,Personalreferent,1993-09,,ACTIVE,,
491,99,0,St. Josef Hospital Dortmund,Pflegefachkraft,2023-07,,ACTIVE,,
492,100,0,Selbständig,freischaffender Künstler,1973,,ACTIVE,,
493,101,0,New York State Developmental Disabilities Advisory Employment and Meaningful Activities Subcommittee,Subcommittee Member,2024-07,,ACTIVE,,
494,101,1,New York State Developmental Disabilities Advisory Committee,Committee Member,2022-01,,ACTIVE,,
495,101,2,fitness inclusion network,Instagram Manager for fitness inclusion network,2020-10,,ACTIVE,,
496,102,0,Superstition Fire & Medical District,Deputy Chief,2024-06,,ACTIVE,,
497,102,1,Superstition Fire & Medical District,Battalion Chief,1999-10,,ACTIVE,,
498,102,2,Dignity Health,Registered Nurse,2011-09,2019-11,INACTIVE,,
499,103,0,TRATON GROUP,Product Manager,2025-04,,ACTIVE,,
500,103,1,Scania Group,Product Manager,2022-12,2025-04,INACTIVE,,
501,103,2,Scania Group,Lead Engineer Scania,2021-06,2023-05,INACTIVE,,
502,103,3,Scania Group,Senior Professional I Development Engineer,2020-01,2021-09,INACTIVE,,
503,103,4,Scania Group,Senior Professional I Development Engineer,2019-09,2020-01,INACTIVE,,
504,103,5,Scania Group,Development Engineer,2017-01,2019-09,INACTIVE,,
505,103,6,Scania Group,Development Engineer,2015-06,2017-01,INACTIVE,,
506,104,0,Papirfly,OM/Customer Success Manager,2023-04,,ACTIVE,,
507,104,1,Kalmar Företagsgrupp KFG,Styrelseledamot,2023-04,,ACTIVE,,
508,104,2,Offitech AB,Specialist på kundutveckling,2021-01,2023-04,INACTIVE,,
509,104,3,Konica Minolta Business Solutions Sweden AB,Regional Key Account Manager,2019-05,2021-01,INACTIVE,,
510,104,4,STANLEY Security Sverige AB,Account Manager,2012-09,2019-05,INACTIVE,,
511,104,5,Niscayah,Account Manager,2012-01,2012-09,INACTIVE,,
512,104,6,Atea Sverige AB,Säljare,2010-02,2011-12,INACTIVE,,
513,104,7,Office Document i Kalmar AB,Säljare,2004-08,2010-02,INACTIVE,,
514,104,8,Nöjab Profil o Reklam AB,Säljare,2001-03,2004-08,INACTIVE,,
515,104,9,Eniro,Telefonsäljare,2000-01,2001-01,INACTIVE,,
516,104,10,ComTech Data,Säljare kommunikation,1999-01,2000-01,INACTIVE,,
517,104,11,Anni Folli i Kalmar AB,Ägare,1994-06,1998-12,INACTIVE,,
518,105,0,MAFRA Maile GmbH,Geschäftsführer,1999-07,,ACTIVE,,
519,106,0,Dynatrace,Senior Director Product Management,2022-08,,ACTIVE,,
520,106,1,Dynatrace,Director Product Management,2020-02,2022-08,INACTIVE,,
521,106,2,Emeldi Group,CEO Emeldi Technologies,2018-11,2020-01,INACTIVE,,
522,106,3,NTS Retail,VP Global Alliances,2015-10,2018-10,INACTIVE,,
523,106,4,NTS Retail,Alliance Manager,2014-03,2015-09,INACTIVE,,
524,106,5,NTS Retail,Project Manager & Business Consultant,2011-10,2015-08,INACTIVE,,
525,106,6,celum GmbH,Project Consultant,2011-05,2011-09,INACTIVE,,
526,107,0,Canal marée,Matelot,2015-08,,ACTIVE,,
527,107,1,Armée de Terre,Armurié,2012-02,2014-02,INACTIVE,,
528,107,2,Armée de Terre,Opérateur radio,2008-02,2012-02,INACTIVE,,
529,108,0,LBS Landesbausparkasse NordWest,Gebietsleiter LBS NordWest,2012-08,,ACTIVE,,
530,108,1,LBS Landesbausparkasse NordWest,Gebietsleiter,2012-08,,ACTIVE,,
531,108,2,Bausparkasse Schwäbisch Hall,Bezirksdirektor,2005-01,2012-07,INACTIVE,,
532,108,3,Bausparkasse Schwäbisch Hall,Bezirksleiter,2001-04,2004-12,INACTIVE,,
533,108,4,Volksbank im Bergischen Land eG,Kundenberater,2000-04,2001-03,INACTIVE,,
534,108,5,Volksbank Lübbecker Land eG,Kundenberater,1997-07,2000-03,INACTIVE,,
535,109,0,Roadrunner,"Chief Financial Officer, Treasurer and Secretary",1990-08,2017-03,INACTIVE,,
536,109,1,Ernst & Young,Senior Manager,1981-06,1990-06,INACTIVE,,
537,110,0,Roche,"Country Lead, Country Clinical Operations",2020-03,,ACTIVE,,
538,110,1,Roche,Study Start Up / Country Study Specialist,2017-06,2020-02,INACTIVE,,
539,110,2,Parexel,‚Unblinded‘ Clinical Study Manager,2014-03,2017-05,INACTIVE,,
540,110,3,Parexel,Senior Clinical Research Associate,2013-11,2017-05,INACTIVE,,
541,110,4,Parexel,Clinical Research Associate II,2012-12,2013-11,INACTIVE,,
542,110,5,ICON plc,Clinical Research Associate II,2011-02,2012-12,INACTIVE,,
543,110,6,Ecron Acunova,Clinical Research Associate,2008-01,2011-01,INACTIVE,,
544,110,7,Osteopathy am Roemer,Physiotherapist,2007-08,2009-02,INACTIVE,,
545,110,8,Rieck- Dawson Physiotherapy,Physiotherapist,2004-05,2007-08,INACTIVE,,
546,111,0,Vic Water,Director,2014-10,,ACTIVE,,
547,111,1,GWM Water,Chairman,2011-09,,ACTIVE,,
548,111,2,Belyana P/S,Executive Director,2010-01,,ACTIVE,,
549,111,3,Vogel P/L,Executive Director,1980-04,,ACTIVE,,
550,111,4,GWMWater,Director,1995-01,2013-09,INACTIVE,,
551,112,0,Photron Deutschland GmbH,Sales Manager,2017-01,,ACTIVE,,
552,112,1,VKT GmbH,Technischer Berater,2007-09,2016-12,INACTIVE,,
553,112,2,TeleCash GmbH & Co. KG,Second Level Support,1997-03,2007-09,INACTIVE,,
554,113,0,Baylor University Point-of-Need Innovations Center,Undergraduate Research Assistant,2023-08,,ACTIVE,,
555,113,1,Tyson Foods,"IT Beef & Pork, Technical Analyst",2024-05,2024-08,INACTIVE,,
556,113,2,Baylor University - School of Education,"Academic Chair, LEAD LLC",2023-07,2024-05,INACTIVE,,
557,113,3,Baylor University - School of Education,"Administrative and Office Assistant, LEAD LLC",2022-07,2024-05,INACTIVE,,
558,113,4,Equinix,"Financial Strategy and Transformation, Business Analyst",2023-05,2023-08,INACTIVE,,
559,113,5,Magdaleno's Restaurant,General Manager,2020-08,2023-05,INACTIVE,,
560,114,0,Financial Conduct Authority,Technical Specialist,2006-10,,ACTIVE,,
561,114,1,HM Treasury,"Economic Adviser, Financial Services",2002-01,2006-10,INACTIVE,,
562,115,0,Tesla,Team Lead Global Supply Management,2023-08,,ACTIVE,,
563,115,1,Tesla,Global Supply Analyst,2021-04,2023-08,INACTIVE,,
564,115,2,Berlin-Chemie AG,Purchasing Manager,2018-01,2021-03,INACTIVE,,
565,115,3,German-Australian Chamber of Industry and Commerce,Event Assistant,2016-08,2017-02,INACTIVE,,
566,115,4,Robert Bosch Foundation,Student Assistant,2015-09,2016-07,INACTIVE,,
567,115,5,"Statistisches Bundesamt, Destatis",International Relation Intern,2015-05,2015-09,INACTIVE,,
568,116,0,Bouygues Energies & Services,Bauleitender Elektroinstallateur,,,UNKNOWN,,
569,117,0,Bosch,Prozessmanager,1991-06,2021-12,INACTIVE,,
570,118,0,Kanton Luzern,Leiter Projektmanagement / Projektleiter,2023-01,,ACTIVE,,
571,118,1,Kanton Luzern,Mitglied Gemeindeschreiberprüfungskommission,2017-08,2023-07,INACTIVE,,
572,118,2,Kanton Luzern,Jurist,2013-07,2023-01,INACTIVE,,
573,118,3,Kanton Luzern,Mitglied Wirteprüfungskommission,2015-07,2019-07,INACTIVE,,
574,118,4,HSLU Hochschule Luzern,Dozent Hochschule Luzern,2020-08,,ACTIVE,,
575,119,0,One Point,Unternehmensinhaber,1996-01,,ACTIVE,,
576,120,0,Neopac,HR Business Partner,2021-05,,ACTIVE,,
577,120,1,BFB Bildung Formation Biel-Bienne,Lehrgangsleiter HR-Assistent*in & Referent SB Personalwesen,2024-08,,ACTIVE,,
578,120,2,Gemeinde Münsingen,HR-Fachmann,2017-03,2021-04,INACTIVE,,
579,120,3,Sozialdienst Schwarzenburg,Sachbearbeiter,2015-08,2017-02,INACTIVE,,
580,120,4,Schweizer Armee,Wehrdienst,2015-03,2015-07,INACTIVE,,
581,120,5,Gemeinde Münsingen,Sachbearbeiter,2014-08,2015-02,INACTIVE,,
582,120,6,Gemeinde Münsingen,Kaufmann EFZ,2011-08,2014-07,INACTIVE,,
583,121,0,Hecht,Corporate recruiter,2021-08,,ACTIVE,,
584,121,1,Van Ameyde Group,HR Adviseur,2014-09,2021-08,INACTIVE,,
585,121,2,DVDW Advocaten,Personeelsadviseur,2013-01,2014-08,INACTIVE,,
586,121,3,Olympia Uitzendbureau,Managing Consultant Secretarieel,2011-08,2012-12,INACTIVE,,
587,121,4,Content Executive,Managing Consultant,2005-04,2011-08,INACTIVE,,
588,121,5,Content,Projectcoördinator duaal HBO leertraject,2001,2005,INACTIVE,,
589,121,6,Content Uitzendbureau,Senior Consulent Content Uitzendbureau,1987,2000,INACTIVE,,
590,122,0,3F Kommunikation,Unternehmensinhaber,2002-02,,ACTIVE,,
591,123,0,Cenovus Energy,Sr. Drafting & Design Technologist .,2022-05,,ACTIVE,,
592,123,1,148th FW,Avionics Sensor Systems and Electronic Warfare Systems,2024-01,,ACTIVE,,
593,123,2,148th FW,Jet Engine Mechanic,2017-08,2024-01,INACTIVE,,
594,123,3,"Insight Environmental, Inc.",Computer Aided Design Drafter,2019-12,2022-05,INACTIVE,,
595,123,4,Barr Engineering Co.,Mechanical Designer,2016-01,2019-12,INACTIVE,,
596,124,0,Xaretos,Owner,2012-10,,ACTIVE,,
597,124,1,K&P Computer Service und Vertriebs GmbH,Service Director,2010-10,2012-10,INACTIVE,,
598,124,2,ECS Technoservice Solutions AG,Manager Professional Service,2005-04,2010-09,INACTIVE,,
599,124,3,StorageTek,Service Manager,2005-01,2005-03,INACTIVE,,
600,124,4,StorageTek,Business Development Manager,2004-01,2004-12,INACTIVE,,
601,124,5,StorageTek,Manager Service Sales Germany,2002-04,2004-03,INACTIVE,,
602,124,6,StorageTek,Manager Professional Services and Support,1999-01,2002-03,INACTIVE,,
603,124,7,ICL Sorbus,Business Manager Managed Services,1992-01,1998,INACTIVE,,
604,124,8,Granada Computer Services,Support Engineer,1987-07,1991-12,INACTIVE,,
605,125,0,bp,Global Category Manager - Technology & Payment Solutions,2022-05,,ACTIVE,,
606,125,1,bp,Global Procurement & New Business Strategy Manager | Convenience Retail,2020-05,2022-05,INACTIVE,,
607,125,2,bp,Asia Pacific Procurement Manager | Convenience Retail,2017-02,2020-05,INACTIVE,,
608,125,3,The Kraft Heinz Company,Procurement Manager - Co Pack AU NZ PNG,2016-10,2017-02,INACTIVE,,
