row_id,cv_id,job_index,organization,position,startDate,endDate,status,department,seniority
681,157,6,MarCommunication,Communication & Project Management,2015-07,2019-07,INACTIVE,Project Management,Professional
682,157,7,ENQT GmbH,Senior Projektmanager,2017-12,2018-12,INACTIVE,Project Management,Senior
683,157,8,ACHT,Kommunikation & Projektmanagement,2016-12,2017-12,INACTIVE,Other,Professional
684,157,9,ENQT GmbH,Geschäftsführer,2016-03,2017-04,INACTIVE,Other,Management
685,157,10,app22 UG (haftungsbeschränkt),Freelancer - MarCommunication,2015-11,2016-02,INACTIVE,Marketing,Professional
686,157,11,Lufthansa Systems,Berater,2014-04,2015-06,INACTIVE,Consulting,Professional
687,157,12,Lufthansa Systems AG,Self Employed Consultant,2013-06,2014-03,INACTIVE,Consulting,Professional
688,157,13,Arbeiterwohlfahrt,Assistent der Geschäftsführung,2010-11,2013-06,INACTIVE,Administrative,Lead
689,157,14,DHL,Trainee,2007-10,2010-11,INACTIVE,Other,Junior
690,158,0,Konzept Eins,Grafiker,,,UNKNOWN,Marketing,Professional
691,159,0,ELITBIR,IT HOSTING,,,UNKNOWN,Information Technology,Professional
692,160,0,Bogner Construction Company,Vice President,1997-05,,ACTIVE,Other,Management
693,161,0,Hospital Management Group GmbH,Krankenhausgeschäftsführer,2021,,ACTIVE,Other,Management
694,161,1,St. Elisabeth Krankenhaus Damme,Krankenhausgeschäftsführer,2021,2021,INACTIVE,Other,Management
695,161,2,Helios Kliniken GmbH,Krankenhausgeschäftsführer,2006,2021,INACTIVE,Other,Management
696,161,3,AOK-Bundesverband,Referent,2003,2006,INACTIVE,Other,Lead
697,161,4,Arvato Services Bertelsmann,Assistent der Geschäftsleitung,2001,2003,INACTIVE,Administrative,Lead
698,162,0,Atos Information Technology GmbH,Co-Head of Bid Management CE,2023-10,,ACTIVE,Sales,Lead
699,162,1,Atos Information Technology GmbH,Bid Manager,2011-10,,ACTIVE,Sales,Lead
700,162,2,ODDO BHF Corporates & Markets AG,IT ServiceDesk,2001-08,2011-10,INACTIVE,Information Technology,Professional
701,162,3,ODDO BHF Corporates & Markets AG,"Syndizierung und Verbriefung von Spezialfinanzierungen, Asset Backed Securities und CDOs",1999-05,2001-07,INACTIVE,Other,Professional
702,162,4,ODDO BHF Corporates & Markets AG,International and National Corporate Accounting Specialist,1995-10,1999-04,INACTIVE,Other,Professional
703,163,0,GO! Express & Logistics,Leiter IT-Service- und Betriebsmanagement,2025-04,,ACTIVE,Information Technology,Lead
704,163,1,plusserver,Product Director,2023-11,2025-03,INACTIVE,Marketing,Director
705,163,2,Quarzwerke GmbH,Gruppenleiter IT-Operations,2019-05,2023-11,INACTIVE,Information Technology,Lead
706,163,3,Prüfungsverband deutscher Banken e.V.,IT Koordinator mit Schwerpunkt Intranet/Internet/Extranet und Kollaboration,2017-05,2019-04,INACTIVE,Information Technology,Lead
707,163,4,Prüfungsverband deutscher Banken e.V.,Notfallmanager,2016-05,2019-04,INACTIVE,Other,Lead
708,163,5,Prüfungsverband deutscher Banken e.V.,Gruppenleitungen IT,2006-05,2017-04,INACTIVE,Information Technology,Lead
709,163,6,Prüfungsverband deutscher Banken e.V.,Netzwerk und Systemadministrator,2003-04,2006-04,INACTIVE,Information Technology,Professional
710,163,7,Schlumberger,Stellvertretender Netzwerkadministrator,2001,2003,INACTIVE,Information Technology,Professional
711,163,8,Schlumberger,Ausbildung zum Fachinformatiker in Fachrichtung Systemintegration,2000,2003,INACTIVE,Information Technology,Junior
712,163,9,Bundeswehr Wir. Dienen. Deutschland.,Wehrdienst - Hauptgefreiter - Herresführungskommando,1999,2000,INACTIVE,Other,Professional
713,164,0,Independent Contractor,Senior Human Resources Consultant,2022-04,,ACTIVE,Consulting,Senior
714,164,1,Muşat & Asociaţii,Human Resources Manager,2019-05,2022-03,INACTIVE,Human Resources,Professional
715,164,2,Adecco România,Senior Consultant- Professional& Executive Search Division,2016-04,2019-04,INACTIVE,Consulting,Senior
716,164,3,Agrium,Human Resources Manager,2014-06,2016-03,INACTIVE,Human Resources,Professional
717,164,4,Agrium,Head of Recruitment (onsite recruiter/ Lugera& Makler),2012-03,2014-06,INACTIVE,Human Resources,Lead
718,164,5,Lugera & Makler,Human Capital Consultant,2010-03,2012-02,INACTIVE,Consulting,Professional
719,164,6,Ipsos Interactive Services Romania - Bucharest,Human Resources Generalist,2008-11,2010-03,INACTIVE,Human Resources,Professional
720,164,7,Kaufland Romania - Bucharest,Human Resources Specialist,2007-11,2008-10,INACTIVE,Human Resources,Professional
721,164,8,"Ministry of Labor, Social Solidarity and Family - Bucharest",Expert Assistant in PHARE Projects –Directorate for Strategies and Programs for Social Inclusion,2006-11,2007-10,INACTIVE,Project Management,Senior
722,165,0,Telenor,Senior Legal Advisor,2023-09,,ACTIVE,Other,Senior
723,165,1,Advokatfirmaet Haavind AS,Fast advokat,2022-03,2023-09,INACTIVE,Other,Professional
724,165,2,Kvale Advokatfirma DA,Advokatfullmektig,2018-01,2022-03,INACTIVE,Other,Professional
725,165,3,Advokatfirmaet Schjødt,Stipendiat,2017-08,2017-12,INACTIVE,Other,Junior
726,165,4,Advokatfirmaet Schjødt,Trainee,2017-03,2017-04,INACTIVE,Other,Junior
727,165,5,PwC,Trainee,2015-11,2015-12,INACTIVE,Other,Junior
728,166,0,TZ Garsten,Physiotherapeutin,2007-10,,ACTIVE,Other,Professional
729,167,0,Fraunhofer Institute of Machine Tools and Forming Technology,Research Associate,2019-10,,ACTIVE,Consulting,Junior
730,168,0,medpirica,Geschäftsführender Gesellschafter,2011-04,,ACTIVE,Other,Management
731,168,1,IGES Institut GmbH,Marktforscher,2009,2011,INACTIVE,Marketing,Professional
732,168,2,YouGov/ psychonomics,Senior Project Manager,2003,2009,INACTIVE,Project Management,Senior
733,168,3,Verschiedene,Professional Freelancer,2002,2002,INACTIVE,Other,Professional
734,168,4,I+G Gesundheitsforschung,Junior-Projektleiter,2000,2001,INACTIVE,Project Management,Lead
735,169,0,Harvey Nash,Finance Director Central Europe 🇩🇪🇨🇭🇵🇱,2023-06,,ACTIVE,Other,Director
736,169,1,Harvey Nash,Finance Director Germany | Prokurist,2021-04,2023-06,INACTIVE,Other,Director
737,169,2,Harvey Nash,Head of Finance & Administration,2017-11,2021-03,INACTIVE,Other,Lead
738,169,3,Harvey Nash,Financial Controller,2016-03,2017-10,INACTIVE,Other,Professional
739,169,4,Harvey Nash,European Management Accountant,2010-07,2016-03,INACTIVE,Other,Professional
740,169,5,Harvey Nash,Assistant Financial Controller,2008-04,2010-06,INACTIVE,Other,Junior
741,169,6,Harvey Nash,Financial Accountant,2007-05,2008-03,INACTIVE,Other,Professional
742,170,0,U.S. Department of Labor,Senior Program Analyst (Immigration),2022-02,,ACTIVE,Other,Senior
743,170,1,U.S. Department of Labor,Program Analyst (Immigration),2020-02,2022-02,INACTIVE,Project Management,Professional
744,170,2,Bristol Bay Native Corporation,"Multiple Roles - Senior Program Manager, Supervisory Team Lead, Analyst",2016-05,2020-02,INACTIVE,Project Management,Lead
745,170,3,Special Counsel,eDiscovery / Document Review Attorney,2019,2020,INACTIVE,Other,Professional
746,170,4,"Sharma Law Offices, LLC",Attorney,2015,2016,INACTIVE,Other,Professional
747,170,5,State of Florida,Assistant General Counsel,2013,2014,INACTIVE,Other,Professional
748,170,6,Bristol Bay Native Corporation,Foreign Labor Certification Contract Program Analyst - Appeals,2010,2012,INACTIVE,Consulting,Professional
749,170,7,Rutledge Ecenia,Partner,1993,2005-03,INACTIVE,Business Development,Management
750,171,0,Benteler Distribution,Betriebsleiter,2012-09,,ACTIVE,Other,Lead
751,172,0,ZF Group,Chief Executive Officer,2023-01,,ACTIVE,Other,Management
752,172,1,ZF Group,Member of the Board of Management,2018-10,2022-12,INACTIVE,Other,Management
753,172,2,ZF Group,Senior Vice President - Division Chassis Technology,2017-01,2018-09,INACTIVE,Other,Management
754,172,3,ZF Group,Executive Vice President,2014-10,2016-12,INACTIVE,Other,Management
755,172,4,McKinsey & Company,Consultant - Düsseldorf / Chicago Office,1998-03,2014-09,INACTIVE,Consulting,Professional
756,173,0,Mediaschneider AG,Chief Strategy Officer (CSO),2023-01,,ACTIVE,Other,Management
757,173,1,Publicis Media,Strategic Resources Director,2007-11,2022-12,INACTIVE,Business Development,Director
758,173,2,MEDIALOGICS,Head of Research,2002-10,2007-10,INACTIVE,Other,Lead
759,173,3,IFAK GmbH,Project Manager Market Research & Methodology,1999-10,2002-09,INACTIVE,Project Management,Professional
760,173,4,ZMG Zeitungs Marketing Gesellschaft,Project Manager Research,1998-08,1999-09,INACTIVE,Project Management,Professional
761,174,0,SEVEN PRINCIPLES AG,Lead Consultant,2012-10,2017-07,INACTIVE,Consulting,Lead
762,174,1,PwC,Consultant,2011-10,2012-09,INACTIVE,Consulting,Professional
763,174,2,Kochan & Partner,Project Manager,2008-08,2011-04,INACTIVE,Project Management,Professional
764,174,3,Sunny Systems GmbH,Network Solutions Director,2005-04,2006-07,INACTIVE,Information Technology,Director
765,175,0,PMCS,CTO,,,UNKNOWN,Information Technology,Management
766,176,0,AVL,Software Developer,2011-01,,ACTIVE,Information Technology,Professional
767,176,1,Freelancer,Software Developer,2001-08,2010-12,INACTIVE,Information Technology,Professional
768,177,0,Vejle Brand,CTO,2024-03,,ACTIVE,Information Technology,Management
769,177,1,Kodestuen,Self-Employed at Kodestuen ApS,2009-05,,ACTIVE,Other,Professional
770,177,2,Massive Dynamics,Founder and co-owner,2015-01,2017-09,INACTIVE,Other,Management
771,177,3,NORRIQ,Microsoft .NET & Dynamics CRM Consultant,2008-04,2009-05,INACTIVE,Consulting,Professional
772,177,4,Vestas,Udviklingsteamleder,2007-08,2008-03,INACTIVE,Information Technology,Lead
773,177,5,Sanistål A/S,E-business Consultant,2003-03,2007-08,INACTIVE,Consulting,Professional
774,177,6,Conscius,Software Developer,2000-12,2003-02,INACTIVE,Information Technology,Professional
775,177,7,Human Zoo,Developer,1999-08,2000-11,INACTIVE,Information Technology,Professional
776,178,0,Trierischer Volksfreund,Vertrieb Außendienst,,,UNKNOWN,Sales,Professional
777,179,0,ACE Auto Club Europa e. V.,Projektkoordinator,2022-01,,ACTIVE,Project Management,Lead
778,179,1,ACE Auto Club Europa e. V.,"Regionalbeauftragter Club Sachsen, Thüringen, Sachsen-Anhalt Süd",2021-06,,ACTIVE,Other,Lead
779,179,2,ACE Auto Club Europa e. V.,Regionalbeauftragter Club Bayern,2019-06,2021-06,INACTIVE,Other,Lead
780,179,3,Europabüro I MEP Ismail Ertug,Politischer Referent I Büroleiter Europabüro,2018-06,2019-05,INACTIVE,Other,Lead
781,179,4,Europabüro I MEP Ismail Ertug,Wissenschaftlicher Assistent,2017-06,2018-05,INACTIVE,Other,Junior
782,180,0,Kroon & de Koning BV,Hoofd Bouwbureau,2021-09,,ACTIVE,Other,Lead
783,180,1,Kroon & de Koning BV,Projectleider,2015-07,2021-08,INACTIVE,Project Management,Lead
784,180,2,Dura Vermeer,Tendermanager,2014-01,2015-06,INACTIVE,Purchasing,Director
785,180,3,BoAZ bouw,Owner,2009-01,2014-12,INACTIVE,Other,Management
786,180,4,Van Wijnen Groep NV,Projectleider,2004-12,2008-09,INACTIVE,Project Management,Lead
787,180,5,HBG Woningbouw,Projectorganisator,1999-03,2004-12,INACTIVE,Project Management,Lead
788,181,0,Siemens Energy,Head of Package & Installation Design IGC,2023-09,,ACTIVE,Project Management,Lead
789,181,1,Siemens Energy,Functional Team Lead,,,UNKNOWN,Other,Lead
790,182,0,Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH,Director General Sector and Global Programmes,2025-05,,ACTIVE,Other,Director
791,182,1,Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH,Landesdirektor,2023-09,,ACTIVE,Other,Director
792,182,2,Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH,Bereichsleiter Personal,,,UNKNOWN,Human Resources,Lead
793,183,0,Ground2air Assistance,Station Manager at Ground2Air in Palma de Mallorca,2021-05,,ACTIVE,Other,Lead
794,183,1,"AGA Airlines Ground Assistance, SL",Network & Ground Operations Coordinator,1997-10,2020-09,INACTIVE,Other,Lead
795,183,2,"AGA Airlines Ground Assistance, SL",Station Manager PMI Station,2000-12,2006-09,INACTIVE,Other,Lead
796,183,3,Med AeroServices SL,Shift Staff / Shift Manager,1987-05,1997-10,INACTIVE,Other,Lead
797,183,4,Elite Electrodomésticos,Administration / Ware house manager,1990,1996,INACTIVE,Administrative,Lead
798,183,5,SEUR,Night Shift Operator,1990,1992,INACTIVE,Other,Professional
799,183,6,Catering Pequeño Mundo / Eurest,Shift staff / Production Manager,1981,1991,INACTIVE,Other,Lead
800,184,0,St. Walburga Krankenhaus Meschede GmbH,Bereichs PDL,2005-12,,ACTIVE,Other,Lead
801,185,0,Sintec,Geschäftsführer,,,UNKNOWN,Other,Management
802,185,1,Sintec,Geschäftsführer,,,UNKNOWN,Other,Management
803,186,0,TouchPoint Communication AG,Geschäftsinhaber,1985,,ACTIVE,Other,Management
804,187,0,APOGEPHA Arzneimittel GmbH,Geschäftsführer CFO,2024-03,,ACTIVE,Other,Management
805,187,1,APOGEPHA Arzneimittel GmbH,"Director Finance&Controlling / Prokurist (Bereichsleiter mit Verantwortung IT, Einkauf)",2014-12,2024-03,INACTIVE,Other,Lead
806,187,2,Howden Turbowerke GmbH,Finance Director / CFO,2010-04,2014-11,INACTIVE,Other,Management
807,187,3,Signet Solar GmbH,Manager Finance (Accounting&Controlling),2009-05,2010-04,INACTIVE,Other,Professional
808,187,4,Qimonda Dresden GmbH & Co. OHG,Manager Finance (Accounting&Controlling),2006-05,2009-04,INACTIVE,Other,Professional
809,187,5,Infineon Technologies,Financial Analyst,2001-10,2006-04,INACTIVE,Other,Professional
810,187,6,Semiconductor300 GmbH (Siemens - Motorola JV),Financial Analyst,1999-03,2001-09,INACTIVE,Other,Professional
811,188,0,LABORATOIRE SION,Responsable des ressources humaines,,,UNKNOWN,Human Resources,Lead
812,189,0,ALPS ALPINE Europe,Senior Project Leader,2021-09,,ACTIVE,Project Management,Lead
813,189,1,Alpine Electronics GmbH,Produktmanager,2017-11,2021-09,INACTIVE,Project Management,Professional
814,189,2,Alpine Electronics GmbH,Senior Project Manager,2012-08,2017-10,INACTIVE,Project Management,Senior
815,189,3,Alpine Electronics GmbH,Project Manager,2010-04,2012-07,INACTIVE,Project Management,Professional
816,189,4,Alpine Electronics R&D Europe GmbH,Functional Owner im Bereich Diagnose und Systemfunktionen,2007-04,2010-03,INACTIVE,Information Technology,Lead
817,189,5,Alpine Electronics GmbH,Senior Software Engineer,2006-08,2007-03,INACTIVE,Information Technology,Senior
818,189,6,Alpine Electronics GmbH,Embedded Software Ingenieur,2004-10,2006-07,INACTIVE,Information Technology,Professional
819,190,0,Ygdrasil Press,"Editor, Publisher",,,UNKNOWN,Other,Professional
820,191,0,August Gschwander Transport GmbH,Selbstständig,,,UNKNOWN,Other,Professional
821,192,0,Alium Technology AG,Verwaltungsratsvorsitzender,2015-01,,ACTIVE,Other,Management
822,192,1,Société Horlogère Reconvilier AG,CEO,2009-12,2015,INACTIVE,Other,Management
823,192,2,freenet AG/mobilcom-debitel,CEO,1999,2009,INACTIVE,Other,Management
824,192,3,"freenet.de AG, Hamburg",CEO,1999,2009,INACTIVE,Other,Management
825,192,4,Booz & Company,Management Consultant,1993,1997,INACTIVE,Consulting,Professional
826,193,0,HWK Erfurt,Dozent/ Ausbilder,2005-11,,ACTIVE,Other,Professional
827,194,0,VID vitenskapelige høgskole,"Teamleder arkitektur, drift og sikkerhet IT-seksjonen VID",2019-06,,ACTIVE,Information Technology,Lead
828,194,1,Diakonhjemmet Høgskole,It-konsulent,,,UNKNOWN,Information Technology,Professional
829,195,0,"AMI Mechanical, Inc.",Mechanical Engineer,2015-07,2015-09,INACTIVE,Other,Professional
830,196,0,Winkelmann Group,Dualer Student,2018-08,2023-01,INACTIVE,Other,Junior
831,197,0,Ecole Hôtelière de Genève | EHG,Responsable technique,2016-08,,ACTIVE,Information Technology,Lead
832,197,1,MORI PISCINES SA,Responsable magasinier,2012-04,2015-05,INACTIVE,Purchasing,Lead
833,197,2,HEXAGONE MANUFACTURE,Représentant technico-commercial,2006-10,2012-03,INACTIVE,Sales,Professional
834,197,3,DESA AUTOGLASS AG,Technicien pour vitrage automobile,2005-09,2006-09,INACTIVE,Other,Professional
835,197,4,Touring Club Suisse,Patrouilleur,2001-07,2003-11,INACTIVE,Other,Professional
836,197,5,Grand Garage Plan-les-Ouates,Magasinier,2000-07,2001-06,INACTIVE,Other,Professional
837,197,6,Little Cars Garage,Chef d'atelier,1998-08,2000-05,INACTIVE,Other,Lead
838,198,0,Luxcenture,Partner,2023-08,,ACTIVE,Business Development,Management
839,198,1,Weber Advisory Consulting,Founder,2015-12,,ACTIVE,Other,Management
840,198,2,CROWDLITOKEN,CFO,2022-04,2022-12,INACTIVE,Other,Management
841,198,3,Mercury Forex AG,Portfolio Manager,2016-01,2020-09,INACTIVE,Other,Professional
842,198,4,Independent Trader and Consultant,Trader,2014-04,2016-01,INACTIVE,Other,Professional
843,198,5,A&M Trading Capital AG,Portfolio Manager,2012-01,2014-04,INACTIVE,Other,Professional
844,198,6,UBS FX Sales Institutional and private clients,Executive Director,1998-10,2011-11,INACTIVE,Other,Management
845,198,7,UBS FX Sales Institutional and private clients,FX Sales,1998,2011,INACTIVE,Sales,Professional
846,198,8,UBS FX Sales Institutional and private clients,FX Advisory DAC,1998,2011,INACTIVE,Consulting,Professional
847,198,9,Quorum Trading,Founding Partner,1996-05,1998-09,INACTIVE,Other,Management
848,198,10,ABN AMRO Bank N.V.,"Forex dealer, spot, forward, FX-Sales",1989-03,1996-04,INACTIVE,Sales,Professional
849,199,0,Mittelstars,Geschäftsführer und Podcast-Host,2024-01,,ACTIVE,Other,Management
850,199,1,Firstlead GmbH / ADCELL,Geschäftsführender Gesellschafter,2004-05,,ACTIVE,Other,Management
851,199,2,Bermuc Holding GmbH,Geschäftsführender Gesellschafter,2015-04,,ACTIVE,Other,Management
852,199,3,Businessangels.de,Geschäftsführender Gesellschafter,2003-01,,ACTIVE,Other,Management
853,199,4,Smartbroker Holding AG,Aufsichtsrat,2020-08,,ACTIVE,Other,Management
854,199,5,Smart Shopping and Saving GmbH,Geschäftsführer,2009-01,2019-07,INACTIVE,Other,Management
855,199,6,Entsorgung Punkt DE GmbH,Entsorgung Punkt DE GmbH,2003-01,2018-12,INACTIVE,Other,Professional
856,200,0,F Henningsen ApS,Business Consultant,2016-06,,ACTIVE,Consulting,Professional
857,200,1,Taasinge Elementer,Business Development Consultant,2024-01,2024-10,INACTIVE,Consulting,Professional
858,200,2,Nordic Build,MD / Adm. Direktør,2022-05,2023-11,INACTIVE,Other,Director
859,200,3,Domu A/S,"COO, Factory Director",2020-08,2022-04,INACTIVE,Other,Management
860,200,4,Taasinge Elementer,"COO, Supply Chain Director, Co-owner",2017-08,2019-06,INACTIVE,Other,Management
861,200,5,Taasinge Elementer,Director / Co-owner,2016-08,2017-07,INACTIVE,Other,Director
862,200,6,Taasinge Elementer,"Director, Element Division",2014-11,2016-07,INACTIVE,Other,Director
863,200,7,Andresen Towers A/S,Procurement & Logistic Manager,2011-11,2014-10,INACTIVE,Purchasing,Professional
864,200,8,Hjem-IS A/S,Nordic Supply Chain Manager,2010-05,2011-10,INACTIVE,Other,Professional
865,200,9,Planova A/S,Supply Chain Manager,2008-12,2010-04,INACTIVE,Other,Professional
866,200,10,Ib Andresen Industri A/S,Logistics & Quality Manager,2007-08,2008-11,INACTIVE,Other,Professional
867,200,11,Ib Andresen Industri A/S,Logistics Manager,2002-02,2007-07,INACTIVE,Other,Professional
868,200,12,Riegens A/S,Project Engineer,2000-02,2002-01,INACTIVE,Project Management,Professional
869,200,13,International Brigade / Nato,OBS Sergeant,1997-07,1998-01,INACTIVE,Other,Professional
870,200,14,McDonalds DK,Manager,1990,1998,INACTIVE,Other,Professional
871,200,15,Danske Livregiment (Army),OBS Sergeant,1993-01,1994-11,INACTIVE,Other,Professional
872,201,0,Instituto Vladimir Herzog,President Of The Board Of Directors,2017-07,,ACTIVE,Other,Management
873,201,1,Instituto Vladimir Herzog,Executive Managing Director,2009-06,2017-07,INACTIVE,Other,Management
874,201,2,Beerpizza,Company Owner,2018-12,2021-08,INACTIVE,Other,Management
875,201,3,EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO – EMTU/SP,President Advisor,2011-02,2011-05,INACTIVE,Consulting,Management
876,201,4,SECRETARY of PLANNING and ECONOMICS,Assessor,2009-04,2011-01,INACTIVE,Other,Professional
877,201,5,IRGA,Consultant,2007-06,2007-12,INACTIVE,Consulting,Professional
878,201,6,Carrefour,Director,2006-01,2007-01,INACTIVE,Other,Director
879,201,7,Ceva Logistics,Director Logistics,2004-11,2005-09,INACTIVE,Other,Director
880,201,8,Ambev,Corporate Transportation Manager,2002-03,2004-04,INACTIVE,Other,Professional
881,201,9,DHL/Danzas,Director Logistics,2000-03,2002-02,INACTIVE,Other,Director
882,201,10,McLane,Logistics Manager,1999,2000,INACTIVE,Other,Professional
883,201,11,General Motors do Brasil,Supervisor de Logística,1997-08,1999-04,INACTIVE,Other,Lead
884,201,12,Ryder,Traineer,1998,1998,INACTIVE,Other,Junior
885,201,13,Athos TI,System Analyst,1991-11,1995-06,INACTIVE,Information Technology,Professional
886,202,0,Landwirtschaft,Landwirt,,,UNKNOWN,Other,Professional
887,203,0,Raiffeisen Bank International AG,Head of Group Capital Markets,2023-09,,ACTIVE,Other,Lead
888,203,1,Raiffeisen Bank International AG,Head of Group Capital Markets/ Trading & Institutional Sales,2019-07,2023-09,INACTIVE,Sales,Lead
889,203,2,Erste Group Bank AG,Head of Group Securities Markets,2018-01,2019-04,INACTIVE,Other,Lead
890,203,3,Erste Group Bank AG,Head of Group Fixed Income Trading,2015-01,2017-12,INACTIVE,Other,Lead
891,203,4,Erste Group Bank AG,"Various management positions in Trading, Structuring and Alternative Investments",2007-09,2014-12,INACTIVE,Other,Management
892,203,5,LBBW,Head of Structured Credit and Fund Derivatives,2003-07,2007-09,INACTIVE,Other,Lead
893,203,6,LBBW,Head of Credit Spread Products,1999-04,2003-06,INACTIVE,Other,Lead
894,203,7,SüdwestLB,Interest Rate Derivatives Trader,1998-04,1999-03,INACTIVE,Other,Professional
895,203,8,SüdwestLB,Derivatives Sales,1996-11,1998-03,INACTIVE,Sales,Professional
896,204,0,FRENCON Frosch Engineering & Consulting,Executive Advisor,,,UNKNOWN,Consulting,Management
897,205,0,European Patent Office,Chairman of Board of Appeal and Member of Enlarged Board of Appeal,2018-04,,ACTIVE,Other,Management
898,205,1,European Patent Office,Member and Deputy Chairman of Board of Appeal,2010-01,2018-03,INACTIVE,Other,Management
899,205,2,European Patent Office,Patent Examiner,2000-10,2009-12,INACTIVE,Other,Professional
900,205,3,Akzo Nobel,European patent attorney trainee,1997-09,2000-09,INACTIVE,Other,Junior
901,205,4,Akzo Nobel,Research Chemist,1996-05,1997-08,INACTIVE,Other,Professional
902,206,0,Raymond James,Citrix Systems Engineer,2024-10,,ACTIVE,Information Technology,Professional
903,206,1,Coretek Services,Enterprise Consultant,2019-10,2024-10,INACTIVE,Consulting,Professional
904,206,2,CareTech Solutions,Solutions Architect,2018-05,2019-10,INACTIVE,Information Technology,Professional
905,206,3,Ally Financial Inc.,Senior Citrix Engineer,2013-03,2018-05,INACTIVE,Information Technology,Senior
906,206,4,Custom Business Solutions,Senior Consultant,2012-08,2013-03,INACTIVE,Consulting,Senior
907,206,5,Comerica Bank,Contractor,2012-08,2013-03,INACTIVE,Other,Professional
908,206,6,Secure-24,Microsoft Engineer,2010-08,2012-06,INACTIVE,Information Technology,Professional
909,206,7,Trinity Health,Senior LAN Technician,2005-03,2010-08,INACTIVE,Information Technology,Senior
910,206,8,Wayne State University,Computer Tech III,1998-03,2005-03,INACTIVE,Information Technology,Senior
911,207,0,Amsterdam UMC,Anesthesiemedewerker,2024-02,,ACTIVE,Other,Professional
912,207,1,Amsterdam UMC,Verpleegkundige,2022-06,2024-03,INACTIVE,Other,Professional
913,207,2,Amsterdam UMC,Verpleegkundestudent,2021-09,2022-04,INACTIVE,Other,Junior
914,207,3,Amsterdam UMC,Verpleegkundestudent,2020-09,2021-02,INACTIVE,Other,Junior
915,207,4,Amstelring,Verpleegkundestudent,2019-09,2019-11,INACTIVE,Other,Junior
916,207,5,Amsterdam UMC Hartcentrum,Verpleegkundestudent,2019-02,2019-04,INACTIVE,Other,Junior
917,208,0,Mikro-Technik Plastics AG,Managing Director,,,UNKNOWN,Other,Management
918,208,1,DeWal Europe,Owner,,,UNKNOWN,Other,Management
919,209,0,DB Schenker Schweiz AG,Teamleiter Logistik,2014-06,2024-08,INACTIVE,Other,Lead
920,209,1,DB Schenker Deutschland AG,Teamleiter Logistik,2011-11,2014-05,INACTIVE,Other,Lead
921,209,2,ARWE Service GmbH Flughafen München,Schichtleiter Mietwagenrückgabe,2010-12,2011-10,INACTIVE,Other,Lead
922,209,3,Concrete Conservation Europe GmbH,Sanierungsarbeiter,2009-09,2010-11,INACTIVE,Other,Professional
923,209,4,Brauerei Rapp AG,Aussendienstmitarbeiter,2001-07,2009-06,INACTIVE,Sales,Professional
924,210,0,VR Payment GmbH,Vertriebsdirektor,2024-01,,ACTIVE,Sales,Director
925,210,1,VR Payment GmbH,Regionalleiter Bankenbetreuung Baden-Württemberg,2019-01,,ACTIVE,Sales,Lead
926,210,2,Donau-Iller Bank eG,Zahlungsverkehrsexperte,2014-10,2018-12,INACTIVE,Other,Professional
927,210,3,Raiffeisenbank Donau-Iller eG (ehem. Raiffeisenbank Dietenheim eG),"Elektronische Bankdienstleistungen, IT-Administration, Organisation",2002-09,2014-09,INACTIVE,Information Technology,Professional
928,210,4,Raiffeisenbank Dietenheim eG,"Elektronische Bankdienstleistungen, IT-Administration, Organisation, Controlling, Rechnungswesen",2000-07,2002-08,INACTIVE,Other,Professional
929,210,5,Bundeswehr Wir. Dienen. Deutschland.,"Jäger, Fernmelder (Hauptgefreiter der Reserve)",1999-09,2000-06,INACTIVE,Other,Professional
930,210,6,Raiffeisenbank Dietenheim eG,"Elektronische Bankdienstleistungen, IT-Administration",1999-03,1999-08,INACTIVE,Information Technology,Professional
931,210,7,Raiffeisenbank Dietenheim eG,Ausbildung zum Bankkaufmann,1996-08,1999-02,INACTIVE,Other,Junior
932,211,0,Montera ApS,Projektleder,2024-03,,ACTIVE,Project Management,Lead
933,211,1,Hdbyg,Byggeleder,2023-11,2024-03,INACTIVE,Project Management,Lead
934,211,2,Attention Group A/S,Head of Design & Development,2008-01,2023-11,INACTIVE,Information Technology,Lead
935,211,3,Uttrup Tæpper og gardiner,Afdelings leder,1999-01,2000-05,INACTIVE,Other,Lead
936,211,4,Living Art A/S,Technician,1994-05,1999-01,INACTIVE,Information Technology,Professional
937,212,0,GENUSSMOMENTE für digitales Zusammensein,Geschäftsführer,2020-03,,ACTIVE,Other,Management
938,212,1,GENUSSMOMENTE für digitales Zusammensein,Geschäftsführer,2020-03,,ACTIVE,Other,Management
939,212,2,GENUSSMOMENTE für digitales Zusammensein,Geschäftsführer,2020-03,,ACTIVE,Other,Management
940,212,3,KAISERSCHOTE Feinkost Catering GmbH,CEO,1992-11,,ACTIVE,Other,Management
941,212,4,KAISERSCHOTE Feinkost Catering GmbH,Impulsgeber bei KAISERSCHOTE GmbH,1992-03,,ACTIVE,Other,Professional
942,212,5,KAISERSCHOTE Feinkost Catering GmbH,Geschäftsführer,1992-02,,ACTIVE,Other,Management
943,212,6,KAISERSCHOTE | GENUSSMOMENTE für reales und digitales Zusammensein,Geschäftsführer,1992-02,,ACTIVE,Other,Management
